Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt
1/3/2012,10,1339.8,1484,73.96,75.42,0.00,-1.46,34.52,35.96,0.00,-1.44,24,8
1/3/2012,11,1343.8,1488,74.30,75.72,0.00,-1.42,35.04,36.32,0.00,-1.28,24,7
1/3/2012,12,1336.3,1466,74.08,74.98,0.00,-0.90,36.60,37.93,0.00,-1.33,25,6
1/3/2012,13,1313.5,1453,71.08,71.71,0.00,-0.63,36.08,37.35,0.00,-1.27,24,5
1/3/2012,14,1296.0,1449,68.85,69.49,0.00,-0.64,35.16,36.40,0.00,-1.24,25,4
1/3/2012,15,1294.1,1445,59.49,60.09,0.00,-0.60,33.57,34.74,0.00,-1.17,24,4
1/3/2012,16,1321.9,1462,63.63,64.44,0.00,-0.81,37.42,38.78,0.00,-1.36,22,2
1/3/2012,17,1517.3,1588,85.92,86.61,0.00,-0.69,66.88,69.16,0.00,-2.28,20,1
1/3/2012,18,1600.9,1691,121.14,123.39,0.00,-2.25,139.96,147.28,0.00,-7.32,19,1
1/3/2012,19,1570.4,1670,106.83,108.30,0.00,-1.47,102.60,107.49,0.00,-4.89,17,1
1/3/2012,20,1520.5,1629,92.41,93.35,0.00,-0.94,72.84,75.06,0.00,-2.22,16,-1
1/3/2012,21,1445.2,1572,82.11,82.84,0.00,-0.73,71.21,73.02,0.00,-1.81,14,-2
1/3/2012,22,1310.4,1470,73.88,74.93,0.00,-1.05,57.95,59.81,0.00,-1.86,13,-2
1/3/2012,23,1177.5,1360,72.64,74.58,0.00,-1.94,45.44,47.55,0.00,-2.11,11,-4
1/3/2012,24,1046.9,1268,70.83,74.33,0.00,-3.50,43.68,46.02,0.00,-2.34,10,-4
1/4/2012,1,993.4,1213,58.08,60.68,0.00,-2.60,40.97,43.41,0.00,-2.44,9,-5
1/4/2012,2,978.8,1188,47.06,49.27,0.00,-2.21,46.62,49.64,0.00,-3.02,8,-5
1/4/2012,3,972.3,1171,44.80,46.91,0.00,-2.11,45.41,47.84,0.00,-2.43,8,-5
1/4/2012,4,977.1,1177,45.12,47.05,0.00,-1.93,46.10,48.48,0.00,-2.38,8,-5
1/4/2012,5,979.3,1215,53.72,55.67,0.00,-1.95,56.34,58.79,0.00,-2.45,8,-4
1/4/2012,6,1087.1,1323,59.32,60.73,0.00,-1.41,55.33,56.36,0.00,-1.03,8,-4
1/4/2012,7,1296.3,1515,80.63,80.21,0.00,0.42,71.29,73.12,0.00,-1.83,8,-4
1/4/2012,8,1314.5,1575,101.31,104.93,0.00,-3.62,95.27,99.24,0.00,-3.97,8,-2
1/4/2012,9,1357.9,1558,87.50,89.62,0.00,-2.12,125.98,130.74,0.00,-4.76,8,0
1/4/2012,10,1321.0,1551,81.36,83.16,0.00,-1.80,85.70,87.96,0.00,-2.26,11,-2
1/4/2012,11,1311.4,1557,77.32,78.81,0.00,-1.49,74.78,77.18,0.00,-2.40,14,-1
1/4/2012,12,1339.2,1544,72.39,73.08,0.00,-0.69,59.05,61.26,0.00,-2.21,18,0
1/4/2012,13,1316.1,1531,60.40,61.09,0.00,-0.69,46.20,47.92,0.00,-1.72,21,0
1/4/2012,14,1292.4,1537,60.20,61.04,0.00,-0.84,36.44,37.90,0.00,-1.46,23,-2
1/4/2012,15,1289.5,1534,60.18,61.21,0.00,-1.03,31.51,32.99,0.00,-1.48,25,-2
1/4/2012,16,1324.3,1531,60.97,61.44,0.00,-0.47,36.20,37.88,0.00,-1.68,25,-2
1/4/2012,17,1482.5,1643,72.01,72.02,0.00,-0.01,55.37,57.91,0.00,-2.54,24,-2
1/4/2012,18,1548.3,1713,112.38,114.59,0.00,-2.21,76.81,80.53,0.00,-3.72,23,-1
1/4/2012,19,1498.5,1679,87.90,89.28,0.00,-1.38,55.49,57.44,0.00,-1.95,22,0
1/4/2012,20,1475.8,1623,79.56,80.88,0.00,-1.32,39.30,40.56,0.00,-1.26,22,0
1/4/2012,21,1338.4,1550,76.92,77.08,0.00,-0.16,47.02,48.60,0.00,-1.58,22,0
1/4/2012,22,1260.8,1440,69.54,70.31,0.00,-0.77,43.77,45.62,0.00,-1.85,22,1
1/4/2012,23,1177.7,1324,52.91,53.71,0.00,-0.80,40.60,42.63,0.00,-2.03,23,1
1/4/2012,24,1080.7,1210,37.87,38.79,0.00,-0.92,32.26,33.87,0.00,-1.61,23,1
1/5/2012,1,1005.3,1132,36.90,39.00,0.00,-2.10,36.85,38.67,0.00,-1.82,23,3
1/5/2012,2,974.2,1106,37.48,39.66,0.00,-2.18,35.90,37.66,0.00,-1.76,23,4
1/5/2012,3,955.8,1088,37.56,39.78,0.00,-2.22,33.84,35.45,0.00,-1.61,23,6
1/5/2012,4,953.0,1085,37.51,39.77,0.00,-2.26,33.72,35.33,0.00,-1.61,23,6
1/5/2012,5,1000.9,1128,37.74,39.61,0.00,-1.87,34.51,36.04,0.00,-1.53,23,6
1/5/2012,6,1120.6,1241,38.29,39.61,0.00,-1.32,26.04,26.96,0.00,-0.92,22,7
1/5/2012,7,1373.9,1420,43.85,44.96,0.00,-1.11,39.96,40.91,0.00,-0.95,22,7
1/5/2012,8,1283.4,1484,55.05,57.32,0.00,-2.27,46.83,48.07,0.00,-1.24,23,8
1/5/2012,9,1320.5,1476,49.22,51.05,0.00,-1.83,36.74,37.30,0.00,-0.56,24,9
1/5/2012,10,1324.6,1479,45.77,47.28,0.00,-1.51,38.01,38.38,0.00,-0.37,25,10
1/5/2012,11,1365.5,1483,41.36,42.24,0.00,-0.88,38.23,39.00,0.00,-0.77,26,12
1/5/2012,12,1342.0,1479,39.24,40.17,0.00,-0.93,38.42,39.31,0.00,-0.89,30,14
1/5/2012,13,1293.5,1474,37.76,38.63,0.00,-0.87,38.74,39.61,0.00,-0.87,31,15
1/5/2012,14,1271.5,1470,37.37,38.22,0.00,-0.85,37.16,37.95,0.00,-0.79,33,17
1/5/2012,15,1266.5,1461,37.07,37.96,0.00,-0.89,35.63,36.42,0.00,-0.79,35,18
1/5/2012,16,1295.9,1460,37.32,38.17,0.00,-0.85,33.25,34.01,0.00,-0.76,35,18
1/5/2012,17,1470.5,1569,44.30,45.43,0.00,-1.13,36.93,37.77,0.00,-0.84,33,18
1/5/2012,18,1446.8,1635,70.59,73.62,0.00,-3.03,38.33,39.35,0.00,-1.02,31,19
1/5/2012,19,1523.8,1631,50.58,52.67,-0.61,-1.48,38.17,39.48,0.00,-1.31,30,12
1/5/2012,20,1376.1,1599,48.69,50.70,0.00,-2.01,41.09,42.83,0.00,-1.74,28,9
1/5/2012,21,1345.5,1517,43.24,44.15,0.00,-0.91,38.93,40.34,0.00,-1.41,26,9
1/5/2012,22,1225.4,1398,42.84,43.48,0.00,-0.64,32.90,33.97,0.00,-1.07,25,8
1/5/2012,23,1102.1,1279,39.97,41.19,0.00,-1.22,34.61,36.23,0.00,-1.62,23,8
1/5/2012,24,993.8,1200,40.17,41.72,0.00,-1.55,41.00,43.46,0.00,-2.46,23,7
1/6/2012,1,996.0,1136,32.16,32.66,0.00,-0.50,29.21,30.04,0.00,-0.83,21,8
1/6/2012,2,965.3,1120,32.15,32.71,0.00,-0.56,28.82,29.44,0.00,-0.62,21,8
1/6/2012,3,923.7,1106,30.40,30.86,0.00,-0.46,30.22,30.78,0.00,-0.56,20,8
1/6/2012,4,921.8,1099,30.26,30.81,0.00,-0.55,29.73,30.21,0.00,-0.48,22,10
1/6/2012,5,929.6,1128,30.74,30.95,0.00,-0.21,29.31,29.58,0.00,-0.27,22,11
1/6/2012,6,1032.8,1222,32.95,33.13,0.00,-0.18,27.99,28.00,0.00,-0.01,23,11
1/6/2012,7,1281.6,1386,42.00,37.56,4.00,0.44,29.62,29.43,0.00,0.19,23,14
1/6/2012,8,1344.1,1462,38.07,38.44,-0.01,-0.36,34.82,35.06,0.00,-0.24,24,15
1/6/2012,9,1364.0,1476,35.95,36.02,0.00,-0.07,32.12,32.29,0.00,-0.17,23,19
1/6/2012,10,1384.1,1491,35.75,35.81,0.00,-0.06,32.47,32.50,0.00,-0.03,24,21
1/6/2012,11,1324.5,1498,37.53,37.79,0.00,-0.26,34.88,35.17,0.00,-0.29,25,22
1/6/2012,12,1351.3,1485,34.15,34.32,0.00,-0.17,30.54,30.76,0.00,-0.22,27,23
1/6/2012,13,1284.6,1485,33.32,33.82,0.00,-0.50,28.86,29.01,0.00,-0.15,28,25
1/6/2012,14,1262.1,1471,32.48,32.96,0.00,-0.48,29.25,29.46,0.00,-0.21,27,24
1/6/2012,15,1273.2,1457,31.66,32.05,0.00,-0.39,28.45,28.59,0.00,-0.14,28,24
1/6/2012,16,1284.2,1479,31.96,32.33,0.00,-0.37,27.60,27.68,0.00,-0.08,27,24
1/6/2012,17,1368.5,1565,40.11,40.60,0.00,-0.49,31.28,31.33,0.00,-0.05,28,25
1/6/2012,18,1464.2,1603,53.32,54.41,-0.14,-0.95,32.02,32.14,0.00,-0.12,28,24
1/6/2012,19,1408.0,1560,40.47,41.78,-0.50,-0.81,30.71,30.97,0.00,-0.26,27,23
1/6/2012,20,1347.2,1533,35.21,35.91,0.00,-0.70,30.34,30.65,0.00,-0.31,27,23
1/6/2012,21,1310.5,1437,35.39,35.80,0.00,-0.41,29.10,29.43,0.00,-0.33,25,22
1/6/2012,22,1218.4,1344,32.97,33.04,0.00,-0.07,27.65,28.00,0.00,-0.35,26,22
1/6/2012,23,1121.3,1253,33.26,33.64,0.00,-0.38,24.44,24.98,0.00,-0.54,26,22
1/6/2012,24,983.6,1169,34.07,33.73,0.00,0.34,24.29,24.58,0.00,-0.29,26,22
1/7/2012,1,961.7,1105,30.54,31.22,0.00,-0.68,26.79,27.12,0.00,-0.33,25,22
1/7/2012,2,914.8,1073,30.30,30.87,0.00,-0.57,28.89,29.40,0.00,-0.51,25,21
1/7/2012,3,868.2,1065,29.90,30.53,0.00,-0.63,34.64,35.33,0.00,-0.69,25,22
1/7/2012,4,850.6,1061,27.19,27.73,0.00,-0.54,29.78,30.34,0.00,-0.56,25,21
1/7/2012,5,870.6,1073,26.96,27.59,0.00,-0.63,27.92,28.43,0.00,-0.51,25,21
1/7/2012,6,918.0,1105,27.71,28.16,0.00,-0.45,28.54,28.95,0.00,-0.41,25,21
1/7/2012,7,1021.3,1170,29.65,30.05,0.00,-0.40,28.65,29.04,0.00,-0.39,25,21
1/7/2012,8,1107.5,1252,29.62,30.58,0.00,-0.96,26.86,27.53,0.00,-0.67,25,22
1/7/2012,9,1201.5,1329,30.07,31.06,0.00,-0.99,25.35,26.03,0.00,-0.68,26,21
1/7/2012,10,1265.5,1376,30.55,31.36,0.00,-0.81,26.64,27.07,0.00,-0.43,28,23
1/7/2012,11,1270.1,1395,30.58,31.42,0.00,-0.84,26.51,26.89,0.00,-0.38,31,24
1/7/2012,12,1243.8,1373,30.55,31.38,0.00,-0.83,27.60,27.76,0.00,-0.16,33,26
1/7/2012,13,1222.3,1337,30.17,31.08,0.00,-0.91,27.74,27.83,0.00,-0.09,38,30
1/7/2012,14,1193.0,1312,29.20,30.25,0.00,-1.05,27.31,27.42,0.00,-0.11,40,31
1/7/2012,15,1181.4,1308,28.38,29.36,0.00,-0.98,26.87,26.91,0.00,-0.04,41,32
1/7/2012,16,1198.3,1327,28.99,29.91,0.00,-0.92,26.33,26.37,0.00,-0.04,40,32
1/7/2012,17,1340.2,1450,30.27,31.75,-0.86,-0.62,26.42,26.51,0.00,-0.09,39,33
1/7/2012,18,1418.3,1510,38.53,40.73,-0.82,-1.38,26.09,26.53,0.00,-0.44,38,33
1/7/2012,19,1383.0,1473,31.45,33.66,-1.33,-0.88,25.73,26.12,0.00,-0.39,36,30
1/7/2012,20,1331.9,1422,29.91,31.05,-0.07,-1.07,25.11,25.50,0.00,-0.39,34,29
1/7/2012,21,1261.1,1381,29.79,31.11,0.00,-1.32,25.99,26.73,0.00,-0.74,33,28
1/7/2012,22,1170.0,1298,30.51,32.01,0.00,-1.50,26.09,27.01,0.00,-0.92,29,27
1/7/2012,23,1084.4,1220,30.15,31.11,0.00,-0.96,25.99,26.95,0.00,-0.96,30,27
1/7/2012,24,1007.1,1154,30.05,30.98,0.00,-0.93,22.45,23.45,0.00,-1.00,35,29
1/8/2012,1,940.9,1071,28.41,29.42,0.00,-1.01,25.32,26.40,0.00,-1.08,33,28
1/8/2012,2,910.2,1048,26.74,27.66,0.00,-0.92,23.72,24.64,0.00,-0.92,31,27
1/8/2012,3,891.3,1023,25.52,26.49,0.00,-0.97,23.84,24.87,0.00,-1.03,27,25
1/8/2012,4,882.5,1032,26.45,27.50,0.00,-1.05,25.16,26.33,0.00,-1.17,28,25
1/8/2012,5,898.1,1043,25.74,26.83,0.00,-1.09,25.88,27.00,0.00,-1.12,28,26
1/8/2012,6,931.4,1067,26.48,27.46,0.00,-0.98,26.23,27.23,0.00,-1.00,33,29
1/8/2012,7,1001.5,1128,27.75,28.49,0.00,-0.74,26.49,27.36,0.00,-0.87,33,29
1/8/2012,8,1074.3,1211,28.35,28.82,0.00,-0.47,27.46,28.27,0.00,-0.81,29,25
1/8/2012,9,1171.3,1297,30.55,30.78,0.00,-0.23,21.14,21.40,0.00,-0.26,29,26
1/8/2012,10,1241.1,1317,30.62,30.95,0.00,-0.33,23.63,23.93,0.00,-0.30,34,27
1/8/2012,11,1253.5,1353,29.90,30.58,0.00,-0.68,24.48,25.32,0.00,-0.84,40,27
1/8/2012,12,1254.5,1354,29.48,30.48,0.00,-1.00,25.64,26.57,0.00,-0.93,39,24
1/8/2012,13,1245.8,1354,28.60,29.61,0.00,-1.01,26.46,27.39,0.00,-0.93,41,24
1/8/2012,14,1210.4,1344,27.37,28.17,0.00,-0.80,26.95,27.78,0.00,-0.83,40,23
1/8/2012,15,1194.4,1350,27.19,27.98,0.00,-0.79,27.17,27.85,0.00,-0.68,40,20
1/8/2012,16,1229.5,1363,28.44,29.12,0.00,-0.68,26.82,27.34,0.00,-0.52,39,18
1/8/2012,17,1415.2,1502,32.63,34.22,-0.91,-0.68,30.89,31.60,0.00,-0.71,38,18
1/8/2012,18,1473.8,1586,45.52,47.47,-0.65,-1.30,38.76,39.87,0.00,-1.11,35,17
1/8/2012,19,1434.0,1566,40.75,42.05,0.00,-1.30,37.11,38.31,0.00,-1.20,33,16
1/8/2012,20,1406.1,1509,35.82,36.80,0.00,-0.98,32.06,32.88,0.00,-0.82,30,15
1/8/2012,21,1322.9,1426,33.73,34.66,0.00,-0.93,34.09,35.22,0.00,-1.13,30,13
1/8/2012,22,1196.4,1321,30.34,31.13,0.00,-0.79,26.50,27.56,0.00,-1.06,29,14
1/8/2012,23,1091.8,1219,30.40,30.94,0.00,-0.54,25.77,26.83,0.00,-1.06,27,13
1/8/2012,24,1014.5,1133,28.94,29.48,0.00,-0.54,33.60,35.06,0.00,-1.46,26,12
1/9/2012,1,954.9,1086,29.43,30.69,0.00,-1.26,28.32,29.56,0.00,-1.24,24,12
1/9/2012,2,929.0,1063,27.05,28.04,0.00,-0.99,25.63,26.78,0.00,-1.15,22,11
1/9/2012,3,921.7,1060,27.00,27.98,0.00,-0.98,27.59,28.79,0.00,-1.20,22,11
1/9/2012,4,932.3,1058,24.39,25.28,0.00,-0.89,26.07,27.18,0.00,-1.11,22,11
1/9/2012,5,968.9,1102,29.80,30.58,0.00,-0.78,27.55,28.47,0.00,-0.92,20,10
1/9/2012,6,1050.2,1210,31.51,32.26,0.00,-0.75,27.09,27.73,0.00,-0.64,19,10
1/9/2012,7,1283.8,1404,36.74,37.02,0.00,-0.28,41.44,41.75,0.00,-0.31,19,10
1/9/2012,8,1331.5,1487,43.26,43.74,0.00,-0.48,45.57,46.44,0.00,-0.87,18,11
1/9/2012,9,1367.2,1482,38.02,38.85,0.00,-0.83,42.83,43.93,0.00,-1.10,20,12
1/9/2012,10,1380.9,1477,38.85,39.63,0.00,-0.78,38.27,39.29,0.00,-1.02,22,12
1/9/2012,11,1355.2,1476,40.00,40.62,0.00,-0.62,37.28,38.02,0.00,-0.74,25,12
1/9/2012,12,1360.8,1457,38.19,38.79,0.00,-0.60,35.50,36.33,0.00,-0.83,28,10
1/9/2012,13,1319.1,1435,35.54,36.27,0.00,-0.73,35.53,36.50,0.00,-0.97,30,11
1/9/2012,14,1297.3,1426,35.28,35.84,0.00,-0.56,29.10,29.61,0.00,-0.51,31,13
1/9/2012,15,1284.1,1413,35.01,35.72,0.00,-0.71,27.74,28.21,0.00,-0.47,32,14
1/9/2012,16,1299.6,1408,35.09,35.60,0.00,-0.51,27.54,27.73,0.00,-0.19,34,14
1/9/2012,17,1389.2,1536,40.17,40.89,0.00,-0.72,31.97,32.41,0.00,-0.44,32,12
1/9/2012,18,1486.1,1628,62.00,62.88,0.00,-0.88,54.22,55.80,0.00,-1.58,30,12
1/9/2012,19,1368.2,1610,50.15,51.27,0.00,-1.12,47.42,49.01,0.00,-1.59,30,12
1/9/2012,20,1357.9,1557,44.06,45.12,0.00,-1.06,44.87,46.75,0.00,-1.88,30,12
1/9/2012,21,1333.0,1482,38.91,39.75,0.00,-0.84,36.08,37.54,0.00,-1.46,26,14
1/9/2012,22,1189.8,1360,37.19,38.74,0.00,-1.55,26.03,26.96,0.00,-0.93,28,13
1/9/2012,23,1095.2,1260,33.47,34.81,0.00,-1.34,27.42,28.54,0.00,-1.12,26,13
1/9/2012,24,1019.4,1187,30.34,30.95,0.00,-0.61,26.07,26.96,0.00,-0.89,27,13
1/10/2012,1,976.7,1138,31.90,33.02,0.00,-1.12,36.15,37.50,0.00,-1.35,28,13
1/10/2012,2,948.6,1130,30.86,31.97,0.00,-1.11,29.37,30.48,0.00,-1.11,26,13
1/10/2012,3,887.9,1121,30.74,31.87,0.00,-1.13,35.10,36.42,0.00,-1.32,28,13
1/10/2012,4,881.9,1124,29.67,30.92,0.00,-1.25,32.78,34.12,0.00,-1.34,29,14
1/10/2012,5,924.1,1148,29.84,31.02,0.00,-1.18,29.70,30.68,0.00,-0.98,30,15
1/10/2012,6,1005.5,1226,32.46,33.47,0.00,-1.01,31.08,31.86,0.00,-0.78,31,18
1/10/2012,7,1258.2,1401,34.53,34.91,0.00,-0.38,39.91,40.74,0.00,-0.83,31,19
1/10/2012,8,1346.3,1468,38.15,38.78,0.00,-0.63,36.80,37.34,0.00,-0.54,31,22
1/10/2012,9,1356.4,1465,32.87,33.13,0.00,-0.26,40.29,41.02,0.00,-0.73,30,22
1/10/2012,10,1372.8,1482,33.99,34.59,0.00,-0.60,46.05,47.37,0.00,-1.32,32,23
1/10/2012,11,1374.4,1508,33.50,34.37,0.00,-0.87,36.68,37.79,0.00,-1.11,33,23
1/10/2012,12,1356.2,1501,33.48,34.53,0.00,-1.05,31.49,32.32,0.00,-0.83,34,23
1/10/2012,13,1354.6,1476,32.11,33.00,0.00,-0.89,30.80,31.64,0.00,-0.84,36,23
1/10/2012,14,1341.2,1455,32.11,32.75,0.00,-0.64,30.47,31.37,0.00,-0.90,39,24
1/10/2012,15,1354.0,1413,31.45,32.01,0.00,-0.56,29.99,30.64,0.00,-0.65,42,24
1/10/2012,16,1398.7,1400,31.90,32.43,0.00,-0.53,30.18,30.51,0.00,-0.33,41,24
1/10/2012,17,1623.4,1536,34.46,34.67,0.00,-0.21,31.83,32.43,0.00,-0.60,41,25
1/10/2012,18,1695.7,1619,50.49,52.34,-0.71,-1.14,44.48,45.85,0.00,-1.37,39,25
1/10/2012,19,1600.0,1608,42.48,45.00,-1.23,-1.29,38.54,39.79,0.00,-1.25,37,25
1/10/2012,20,1487.2,1581,34.86,35.61,0.00,-0.75,41.65,43.25,0.00,-1.60,34,24
1/10/2012,21,1421.1,1514,33.77,34.85,0.00,-1.08,34.50,36.28,0.00,-1.78,35,24
1/10/2012,22,1283.7,1393,34.86,35.00,0.00,-0.14,31.91,33.14,0.00,-1.23,30,22
1/10/2012,23,1191.4,1270,33.02,33.29,0.00,-0.27,33.88,35.01,0.00,-1.13,30,22
1/10/2012,24,1080.2,1179,30.51,31.03,0.00,-0.52,30.29,31.28,0.00,-0.99,31,19
1/11/2012,1,1005.4,1125,32.47,33.64,0.00,-1.17,28.99,30.00,0.00,-1.01,30,18
1/11/2012,2,989.5,1100,32.18,33.26,0.00,-1.08,23.27,24.21,0.00,-0.94,26,14
1/11/2012,3,944.4,1090,32.34,33.54,0.00,-1.20,19.23,20.02,0.00,-0.79,27,8
1/11/2012,4,976.4,1096,31.87,32.97,0.00,-1.10,25.02,26.13,0.00,-1.11,24,9
1/11/2012,5,1014.4,1140,31.76,32.66,0.00,-0.90,26.32,27.26,0.00,-0.94,23,11
1/11/2012,6,1063.7,1258,37.51,38.12,0.00,-0.61,28.31,29.00,0.00,-0.69,23,10
1/11/2012,7,1312.3,1430,39.37,39.39,0.00,-0.02,35.70,35.95,0.00,-0.25,22,9
1/11/2012,8,1279.5,1491,50.32,50.75,0.00,-0.43,45.90,46.68,0.00,-0.78,21,8
1/11/2012,9,1291.8,1483,44.04,43.91,0.00,0.13,37.63,37.81,0.00,-0.18,21,8
1/11/2012,10,1370.5,1469,42.17,42.44,0.00,-0.27,39.63,39.90,0.00,-0.27,24,6
