STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TSUN,WDF5,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT22
USW00014755,"MOUNT WASHINGTON, NH US",1/1/2011,41.38,326,0,2,0,14,10,270,66.9,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",1/2/2011,28.41,1009,0.11,33,0,5,180,270,53,,1,,,,1,,,,,,1,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/3/2011,76.28,2007,0.05,0,0.6,5,0,320,125.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/4/2011,55.7,313,0.07,0,1.5,5,0,320,98,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/5/2011,72.25,1036,0.1,0,1.5,7,0,270,106,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/6/2011,37.8,256,0,67,0,7,372,320,94,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/7/2011,14.32,1125,0.03,47,0.4,7,260,180,25.1,,1,,,,,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/8/2011,13.42,2355,0,7,0.7,7,40,360,23,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/9/2011,58.61,2031,0.1,0,0.9,8,0,270,89.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/10/2011,50.33,1733,0.07,30,0.6,8,167,320,77,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/11/2011,14.54,425,0,94,0,8,527,320,34.9,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",1/12/2011,45.63,1016,0.47,0,8.8,8,0,90,82.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/13/2011,32.88,636,0.11,44,1.4,10,250,320,83,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/14/2011,13.87,1921,0,100,0,10,563,320,36.9,,1,,,,,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/15/2011,34.45,1847,0.1,61,1.4,10,348,230,83,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/16/2011,53.24,8,0.1,0,1.1,11,0,270,81,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/17/2011,34.23,25,0,100,0,11,569,270,59.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/18/2011,46.3,1347,0.59,0,8.3,11,0,180,76.1,,1,,1,,,,1,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",1/19/2011,13.2,7,0.21,5,3,16,30,140,38,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/20/2011,28.86,455,0,18,0,18,105,320,50.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/21/2011,44.96,1755,0.19,0,1.9,18,0,270,100.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/22/2011,42.95,245,0,91,0,19,525,270,89,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/23/2011,41.38,1653,0.02,9,0.2,19,55,320,79,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/24/2011,55.7,629,0,100,0,19,583,320,89,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/25/2011,45.41,1440,0.07,0,1.4,19,0,270,70,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/26/2011,19.91,28,0,73,0,19,430,270,51,,1,,,,,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",1/27/2011,24.61,1059,0.06,26,0.9,18,155,360,51.9,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/28/2011,20.36,811,0.02,46,1.3,18,270,320,36.9,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/29/2011,12.97,707,0.04,10,1.6,20,60,270,29.1,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/30/2011,26.62,2349,0.05,1,0.9,21,5,270,72.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",1/31/2011,46.98,639,0,95,0,19,571,320,74,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/1/2011,29.97,355,0.06,0,1.7,17,0,270,40,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/2/2011,29.08,841,0.66,0,9.3,18,0,140,55.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/3/2011,23.71,2220,0,100,0.1,23,607,270,57.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/4/2011,53.24,1452,0,72,0,23,441,270,74.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/5/2011,44.74,2114,1.26,57,7.8,23,347,140,78.1,,1,1,1,,,,1,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",2/6/2011,57.04,639,0.33,0,1.8,29,0,320,104,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/7/2011,32.88,1113,0,0,0.2,29,0,230,51,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/8/2011,38.7,2312,0.3,0,3.8,30,0,270,87,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/9/2011,70.91,202,0,6,0,30,40,320,104,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/10/2011,56.37,1328,0,2,0,24,15,270,85,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/11/2011,43.62,731,0,12,0,22,78,270,65.1,,1,,,,,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/12/2011,57.04,2258,0.03,0,0.4,22,0,270,102,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/13/2011,57.71,20,0.13,18,1.7,22,115,270,97.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/14/2011,56.82,2123,0.1,0,1.7,22,0,360,97.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/15/2011,82.54,130,0,90,0,22,580,320,117.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/16/2011,49.21,24,0.02,4,0.3,20,25,320,89,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/17/2011,36.91,251,0.02,92,0.1,20,594,270,57.9,,1,,1,,,,1,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",2/18/2011,56.37,2148,0,11,0,20,70,270,83,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",2/19/2011,56.82,659,0.2,0,2.1,20,0,270,91.9,,1,1,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/20/2011,64.65,214,0,72,0,20,470,320,108.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/21/2011,48.32,1749,0.09,11,0.8,20,75,320,79,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/22/2011,46.08,2342,0,100,0,20,660,320,70.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",2/23/2011,47.65,2,0,100,0,20,665,320,70.9,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",2/24/2011,35.79,1946,0,52,0,18,349,270,66.9,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/25/2011,34.67,2227,0.59,0,5.9,16,0,320,102.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/26/2011,61.07,254,0.06,4,0.6,16,30,270,102.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/27/2011,24.38,2359,0.08,0,2.2,16,0,230,45,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",2/28/2011,57.04,2352,0.3,0,1.9,17,0,270,108,,1,,,,,,,,,,1,,1,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/1/2011,57.94,38,0.2,61,1.1,18,414,320,112.1,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/2/2011,62.86,2048,0.22,0,3.4,18,0,270,108.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/3/2011,58.38,722,0,99,0,19,682,320,100.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/4/2011,28.19,2213,0,91,0.2,19,628,230,59.9,,1,,,,,,1,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/5/2011,48.32,1309,0.03,0,0.2,19,0,230,99.1,,1,,,,,,1,,,,,,1,1,
USW00014755,"MOUNT WASHINGTON, NH US",3/6/2011,37.58,923,1.01,0,5.1,19,0,230,79,,1,,1,,,,1,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",3/7/2011,45.41,1737,1.03,0,7.2,28,0,320,110.1,,,,1,,,,1,,,,,,1,1,
USW00014755,"MOUNT WASHINGTON, NH US",3/8/2011,29.53,29,0,100,0,28,704,320,72.9,,,,,,,,1,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/9/2011,21.03,2303,0,63,0,28,442,180,63.1,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/10/2011,57.04,2313,0.4,0,2.3,27,0,140,78.1,,1,,1,,1,,1,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/11/2011,55.25,856,0.37,0,1.3,28,0,140,104,,1,,,,1,,1,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/12/2011,43.17,1543,0.01,0,0.2,27,0,270,74,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/13/2011,38.92,2104,0.07,0,0.9,28,0,320,62,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/14/2011,11.41,223,0,43,0,28,310,320,36.9,,1,,,,,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/15/2011,18.12,1832,0,96,0,28,698,270,38.9,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/16/2011,39.82,942,0.06,0,0.5,27,0,230,61.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/17/2011,48.77,653,0,73,0,28,530,320,76.1,,1,,,,1,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/18/2011,76.5,918,0.14,18,0,27,130,270,121.9,,1,,1,,,,1,,,,,,1,,
USW00014755,"MOUNT WASHINGTON, NH US",3/19/2011,26.4,30,0.07,41,1,27,305,320,59.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/20/2011,12.53,1642,0,96,0,27,712,270,28,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",3/21/2011,31.32,1328,0.26,1,3.8,27,10,180,63.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/22/2011,38.25,1738,0.18,0,2.4,29,0,320,59.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/23/2011,16.55,340,0,85,0,30,638,320,51,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/24/2011,15.88,2356,0.3,7,7.8,30,50,320,38.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/25/2011,41.61,2055,0.26,2,4,36,14,270,68.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/26/2011,67.11,1957,0.09,0,0.9,34,0,320,104.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/27/2011,72.7,2352,0,98,0,33,745,270,94,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/28/2011,58.16,129,0,2,0,27,15,270,91,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/29/2011,37.8,15,0,10,0,26,75,320,57,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",3/30/2011,33.55,612,0,61,0,26,470,320,66,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",3/31/2011,11.86,2201,0.01,23,0.3,26,180,90,30,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/1/2011,33.11,2331,1.37,0,10.9,27,0,320,89,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/2/2011,63.98,158,0.21,0,1.5,30,0,360,104.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/3/2011,58.61,1610,0,78,0,28,609,270,87.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",4/4/2011,38.03,2356,1.22,2,2,27,15,230,77,,,,1,,1,,1,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",4/5/2011,61.52,2045,0.29,0,1.1,27,0,270,100.9,,1,,,,,,,,,1,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/6/2011,56.15,302,0.21,0,2.4,25,0,270,95.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/7/2011,37.8,133,0,100,0,25,795,320,57.9,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",4/8/2011,24.61,1043,0,98,0,24,781,320,45,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/9/2011,30.2,1232,0,78,0,23,629,270,57,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/10/2011,22.37,2330,0.26,64,0,22,515,180,40.9,,1,,,,,,,,,,,1,1,,
USW00014755,"MOUNT WASHINGTON, NH US",4/11/2011,52.79,1818,0.62,0,0,19,0,270,95.1,,1,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/12/2011,46.08,321,0.01,73,0.1,9,590,270,104.9,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/13/2011,39.82,422,0.35,0,0.2,9,0,140,64,,1,,1,,,,,,,,,,1,1,
USW00014755,"MOUNT WASHINGTON, NH US",4/14/2011,49.88,916,0.01,43,0.1,9,350,320,77,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/15/2011,28.41,32,0,100,0,9,819,320,55,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/16/2011,42.95,2052,0.62,21,2.7,9,170,140,102,,1,,1,,,,1,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",4/17/2011,53.24,28,1.43,22,4.2,12,180,140,89,,1,,,,,,1,,,,,,1,,1
USW00014755,"MOUNT WASHINGTON, NH US",4/18/2011,56.82,141,0.08,15,0.8,13,125,270,91,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/19/2011,31.09,220,0.03,59,0.2,13,490,270,63.1,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/20/2011,43.62,2058,0.51,0,0.3,13,0,270,89,,1,1,,,1,,,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",4/21/2011,66.66,1231,0.26,0,1.3,13,0,270,115,,1,,,,,,1,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/22/2011,24.16,25,0,94,0,13,791,320,62,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",4/23/2011,49.21,2234,0.4,1,2.1,14,10,270,83,,1,,,,,,1,,,,1,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",4/24/2011,52.34,656,0,0,0,11,0,270,93.1,,1,,,,1,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/25/2011,21.7,2324,0.13,22,0.2,11,185,270,36.9,,1,,1,,,,,,,,,1,,1,
USW00014755,"MOUNT WASHINGTON, NH US",4/26/2011,38.48,607,0.54,0,0,8,0,270,72,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/27/2011,36.46,120,0.35,20,0,7,175,270,72.9,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/28/2011,42.95,1216,1,4,0,4,30,230,89,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",4/29/2011,35.57,314,0.03,54,0.5,1,462,270,57.9,,1,,,,,,,,,,,,,1,1
USW00014755,"MOUNT WASHINGTON, NH US",4/30/2011,28.86,2204,0.02,81,0.2,2,694,360,42.1,,1,,,,,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",5/1/2011,17.9,759,0,98,0,1,845,50,42.1,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/2/2011,18.79,2322,0.04,75,0,1,646,270,45,,1,,,,,,,,,,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/3/2011,34,2320,0.13,0,0,0,0,230,68,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/4/2011,23.94,101,0.84,0,0.5,0,0,230,63.1,,1,,,,,,,,,,1,1,,1,
USW00014755,"MOUNT WASHINGTON, NH US",5/5/2011,24.61,2359,0.3,3,1.8,1,25,270,72.9,,1,,1,,1,,1,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/6/2011,48.32,32,0,31,0,2,270,270,79,,1,,,,,,1,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",5/7/2011,19.01,21,0,49,0,1,435,230,38.9,,1,1,,,,,,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",5/8/2011,18.12,1256,0,50,0,0,440,320,34.9,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/9/2011,34.9,749,0,89,0,0,789,360,63.1,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/10/2011,40.71,1959,0,0,0,0,0,50,64,,1,,,,1,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",5/11/2011,32.21,15,0,4,0,0,35,50,61.1,,1,,,,1,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",5/12/2011,14.09,529,0,45,0,0,404,50,38.9,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/13/2011,8.05,2357,0,86,0,0,765,180,23,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/14/2011,20.58,1918,0.6,9,0,0,80,230,33.1,,1,,,,,,,,,,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/15/2011,18.57,650,1.19,0,0,0,0,270,49,,1,,,,1,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/16/2011,21.47,1929,0.39,0,0,0,0,180,45,,1,,,,1,,,,,1,,,1,,
USW00014755,"MOUNT WASHINGTON, NH US",5/17/2011,29.75,2025,0.46,0,0,0,0,140,62,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/18/2011,41.61,543,0.85,0,0,0,0,140,61.1,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/19/2011,23.94,147,0.76,29,0,0,260,140,65.1,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/20/2011,10.96,224,0.12,14,0,0,130,140,32,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/21/2011,19.91,1242,0.1,4,0,0,35,50,66,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/22/2011,12.75,2359,0,51,0,0,470,230,38.9,1,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/23/2011,36.01,2333,0.11,3,0,0,25,230,78.1,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/24/2011,47.87,47,0,0,0,0,0,230,81,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/25/2011,22.82,3,0,92,0,0,847,270,48.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/26/2011,31.76,638,0.2,0,0,0,0,230,62,,1,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/27/2011,30.2,251,0.59,60,0,0,555,230,74.9,,1,1,,,,,,,,,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/28/2011,28.63,1753,0,1,0,0,10,230,68,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/29/2011,41.38,840,0.02,4,0,0,40,230,62,,1,,1,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/30/2011,38.48,207,1.17,57,0,0,531,270,81,,,1,1,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",5/31/2011,21.25,2305,0,54,0,0,505,270,50.1,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/1/2011,48.99,653,0.14,7,0,0,64,230,89,,1,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/2/2011,64.42,2034,0.3,1,0.7,0,10,320,100.9,,1,,,,,,,,,,,,,1,
USW00014755,"MOUNT WASHINGTON, NH US",6/3/2011,48.32,1516,0,24,0,0,220,320,82.1,,1,,,,1,,,,,,,,,,1
USW00014755,"MOUNT WASHINGTON, NH US",6/4/2011,16.33,335,0,87,0,0,813,360,47,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/5/2011,12.53,2341,0,54,0,0,509,50,25.9,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/6/2011,16.11,352,0,75,0,0,704,360,31.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/7/2011,16.33,2325,0,78,0,0,734,270,38,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/8/2011,27.74,2356,0.16,78,0,0,732,320,82.1,,1,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/9/2011,42.05,3,0.73,5,0,0,45,270,80.1,,1,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/10/2011,20.8,616,0.01,55,0,0,515,360,61.1,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/11/2011,19.24,2356,0.72,0,0,0,0,230,40.9,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/12/2011,19.46,1958,0.3,3,0,0,30,270,40,1,,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/13/2011,9.4,27,0.6,5,0,0,45,270,34.9,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/14/2011,31.32,1933,0.05,1,0,0,5,360,62,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/15/2011,26.62,342,0.12,67,0,0,630,360,57.9,,,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/16/2011,25.95,1230,0,94,0,0,890,270,42.9,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/17/2011,11.86,2237,0,35,0,0,330,230,27.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/18/2011,28.19,2145,0.24,12,0,0,115,320,61.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/19/2011,44.29,923,0,74,0,0,702,320,74,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/20/2011,28.86,445,0,79,0,0,743,320,61.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/21/2011,21.03,1544,0,85,0,0,800,270,38.9,,,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/22/2011,11.86,2326,0.09,37,0,0,352,180,38,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/23/2011,27.29,2249,0.57,0,0,0,0,140,49,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/24/2011,27.29,22,0.59,0,0,0,0,140,49,,1,,,,,,,,,1,,1,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/25/2011,22.59,2250,0.03,1,0,0,10,270,40,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/26/2011,25.05,2336,0.7,0,0,0,0,270,48.1,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/27/2011,16.33,554,0.04,83,0,0,780,320,46.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/28/2011,19.91,2359,0.02,22,0,0,203,180,40.9,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/29/2011,27.96,2359,0.61,1,0,0,5,270,50.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",6/30/2011,50.78,745,0.98,0,0,0,0,320,74.9,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/1/2011,20.58,15,0.02,5,0,0,46,320,51,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/2/2011,13.42,1849,0,58,0,0,547,270,33.1,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/3/2011,20.36,2337,0.31,1,0,0,10,270,42.9,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/4/2011,28.86,1743,0,54,0,0,503,270,51,,1,,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/5/2011,23.04,1427,0,66,0,0,615,270,45,,1,,,,,,,,1,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/6/2011,34.67,1612,0.34,40,0,0,370,270,82.1,,1,1,,,,,,,,,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/7/2011,36.24,813,0.32,49,0,0,460,270,65.1,,1,,,,,,,,,1,,,,,
USW00014755,"MOUNT WASHINGTON, NH US",7/8/2011,20.36,349,0,10,0,0,95,230,36,,1,,,,,,,,1,,,,,,
