"STATION","NAME","Date","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TSUN","WDF5","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-01,41.38,326,0,2,0,14,10,270,66.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-02,28.41,1009,0.11,33,0,5,180,270,53,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-03,76.28,2007,0.05,0,0.6,5,0,320,125.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-04,55.7,313,0.07,0,1.5,5,0,320,98,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-05,72.25,1036,0.1,0,1.5,7,0,270,106,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-06,37.8,256,0,67,0,7,372,320,94,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-07,14.32,1125,0.03,47,0.4,7,260,180,25.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-08,13.42,2355,0,7,0.7,7,40,360,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-09,58.61,2031,0.1,0,0.9,8,0,270,89.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-10,50.33,1733,0.07,30,0.6,8,167,320,77,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-11,14.54,425,0,94,0,8,527,320,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-12,45.63,1016,0.47,0,8.8,8,0,90,82.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-13,32.88,636,0.11,44,1.4,10,250,320,83,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-14,13.87,1921,0,100,0,10,563,320,36.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-15,34.45,1847,0.1,61,1.4,10,348,230,83,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-16,53.24,8,0.1,0,1.1,11,0,270,81,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-17,34.23,25,0,100,0,11,569,270,59.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-18,46.3,1347,0.59,0,8.3,11,0,180,76.1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-19,13.2,7,0.21,5,3,16,30,140,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-20,28.86,455,0,18,0,18,105,320,50.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-21,44.96,1755,0.19,0,1.9,18,0,270,100.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-22,42.95,245,0,91,0,19,525,270,89,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-23,41.38,1653,0.02,9,0.2,19,55,320,79,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-24,55.7,629,0,100,0,19,583,320,89,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-25,45.41,1440,0.07,0,1.4,19,0,270,70,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-26,19.91,28,0,73,0,19,430,270,51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-27,24.61,1059,0.06,26,0.9,18,155,360,51.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-28,20.36,811,0.02,46,1.3,18,270,320,36.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-29,12.97,707,0.04,10,1.6,20,60,270,29.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-30,26.62,2349,0.05,1,0.9,21,5,270,72.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-01-31,46.98,639,0,95,0,19,571,320,74,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-01,29.97,355,0.06,0,1.7,17,0,270,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-02,29.08,841,0.66,0,9.3,18,0,140,55.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-03,23.71,2220,0,100,0.1,23,607,270,57.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-04,53.24,1452,0,72,0,23,441,270,74.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-05,44.74,2114,1.26,57,7.8,23,347,140,78.1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-06,57.04,639,0.33,0,1.8,29,0,320,104,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-07,32.88,1113,0,0,0.2,29,0,230,51,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-08,38.7,2312,0.3,0,3.8,30,0,270,87,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-09,70.91,202,0,6,0,30,40,320,104,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-10,56.37,1328,0,2,0,24,15,270,85,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-11,43.62,731,0,12,0,22,78,270,65.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-12,57.04,2258,0.03,0,0.4,22,0,270,102,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-13,57.71,20,0.13,18,1.7,22,115,270,97.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-14,56.82,2123,0.1,0,1.7,22,0,360,97.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-15,82.54,130,0,90,0,22,580,320,117.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-16,49.21,24,0.02,4,0.3,20,25,320,89,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-17,36.91,251,0.02,92,0.1,20,594,270,57.9,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-18,56.37,2148,0,11,0,20,70,270,83,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-19,56.82,659,0.2,0,2.1,20,0,270,91.9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-20,64.65,214,0,72,0,20,470,320,108.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-21,48.32,1749,0.09,11,0.8,20,75,320,79,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-22,46.08,2342,0,100,0,20,660,320,70.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-23,47.65,2,0,100,0,20,665,320,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-24,35.79,1946,0,52,0,18,349,270,66.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-25,34.67,2227,0.59,0,5.9,16,0,320,102.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-26,61.07,254,0.06,4,0.6,16,30,270,102.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-27,24.38,2359,0.08,0,2.2,16,0,230,45,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-02-28,57.04,2352,0.3,0,1.9,17,0,270,108,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-01,57.94,38,0.2,61,1.1,18,414,320,112.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-02,62.86,2048,0.22,0,3.4,18,0,270,108.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-03,58.38,722,0,99,0,19,682,320,100.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-04,28.19,2213,0,91,0.2,19,628,230,59.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-05,48.32,1309,0.03,0,0.2,19,0,230,99.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-06,37.58,923,1.01,0,5.1,19,0,230,79,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-07,45.41,1737,1.03,0,7.2,28,0,320,110.1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-08,29.53,29,0,100,0,28,704,320,72.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-09,21.03,2303,0,63,0,28,442,180,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-10,57.04,2313,0.4,0,2.3,27,0,140,78.1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-11,55.25,856,0.37,0,1.3,28,0,140,104,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-12,43.17,1543,0.01,0,0.2,27,0,270,74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-13,38.92,2104,0.07,0,0.9,28,0,320,62,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-14,11.41,223,0,43,0,28,310,320,36.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-15,18.12,1832,0,96,0,28,698,270,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-16,39.82,942,0.06,0,0.5,27,0,230,61.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-17,48.77,653,0,73,0,28,530,320,76.1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-18,76.5,918,0.14,18,0,27,130,270,121.9,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-19,26.4,30,0.07,41,1,27,305,320,59.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-20,12.53,1642,0,96,0,27,712,270,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-21,31.32,1328,0.26,1,3.8,27,10,180,63.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-22,38.25,1738,0.18,0,2.4,29,0,320,59.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-23,16.55,340,0,85,0,30,638,320,51,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-24,15.88,2356,0.3,7,7.8,30,50,320,38.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-25,41.61,2055,0.26,2,4,36,14,270,68.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-26,67.11,1957,0.09,0,0.9,34,0,320,104.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-27,72.7,2352,0,98,0,33,745,270,94,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-28,58.16,129,0,2,0,27,15,270,91,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-29,37.8,15,0,10,0,26,75,320,57,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-30,33.55,612,0,61,0,26,470,320,66,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-03-31,11.86,2201,0.01,23,0.3,26,180,90,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-01,33.11,2331,1.37,0,10.9,27,0,320,89,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-02,63.98,158,0.21,0,1.5,30,0,360,104.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-03,58.61,1610,0,78,0,28,609,270,87.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-04,38.03,2356,1.22,2,2,27,15,230,77,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-05,61.52,2045,0.29,0,1.1,27,0,270,100.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-06,56.15,302,0.21,0,2.4,25,0,270,95.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-07,37.8,133,0,100,0,25,795,320,57.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-08,24.61,1043,0,98,0,24,781,320,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-09,30.2,1232,0,78,0,23,629,270,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-10,22.37,2330,0.26,64,0,22,515,180,40.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-11,52.79,1818,0.62,0,0,19,0,270,95.1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-12,46.08,321,0.01,73,0.1,9,590,270,104.9,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-13,39.82,422,0.35,0,0.2,9,0,140,64,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-14,49.88,916,0.01,43,0.1,9,350,320,77,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-15,28.41,32,0,100,0,9,819,320,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-16,42.95,2052,0.62,21,2.7,9,170,140,102,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-17,53.24,28,1.43,22,4.2,12,180,140,89,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-18,56.82,141,0.08,15,0.8,13,125,270,91,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-19,31.09,220,0.03,59,0.2,13,490,270,63.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-20,43.62,2058,0.51,0,0.3,13,0,270,89,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-21,66.66,1231,0.26,0,1.3,13,0,270,115,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-22,24.16,25,0,94,0,13,791,320,62,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-23,49.21,2234,0.4,1,2.1,14,10,270,83,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-24,52.34,656,0,0,0,11,0,270,93.1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-25,21.7,2324,0.13,22,0.2,11,185,270,36.9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-26,38.48,607,0.54,0,0,8,0,270,72,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-27,36.46,120,0.35,20,0,7,175,270,72.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-28,42.95,1216,1,4,0,4,30,230,89,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-29,35.57,314,0.03,54,0.5,1,462,270,57.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-04-30,28.86,2204,0.02,81,0.2,2,694,360,42.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-01,17.9,759,0,98,0,1,845,50,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-02,18.79,2322,0.04,75,0,1,646,270,45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-03,34,2320,0.13,0,0,0,0,230,68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-04,23.94,101,0.84,0,0.5,0,0,230,63.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-05,24.61,2359,0.3,3,1.8,1,25,270,72.9,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-06,48.32,32,0,31,0,2,270,270,79,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-07,19.01,21,0,49,0,1,435,230,38.9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-08,18.12,1256,0,50,0,0,440,320,34.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-09,34.9,749,0,89,0,0,789,360,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-10,40.71,1959,0,0,0,0,0,50,64,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-11,32.21,15,0,4,0,0,35,50,61.1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-12,14.09,529,0,45,0,0,404,50,38.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-13,8.05,2357,0,86,0,0,765,180,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-14,20.58,1918,0.6,9,0,0,80,230,33.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-15,18.57,650,1.19,0,0,0,0,270,49,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-16,21.47,1929,0.39,0,0,0,0,180,45,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-17,29.75,2025,0.46,0,0,0,0,140,62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-18,41.61,543,0.85,0,0,0,0,140,61.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"USW00014755","MOUNT WASHINGTON, NH US",2011-05-19,23.94,147,0.76,29,0,0,260,140,65.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
